Position,BA.1.10_50%_and_BA.2.5_50%_position_base_counts.csv_Total_reads,BA.1.10_50%_and_BA.2.5_50%_position_base_counts.csv_A_reads,BA.1.10_50%_and_BA.2.5_50%_position_base_counts.csv_C_reads,BA.1.10_50%_and_BA.2.5_50%_position_base_counts.csv_G_reads,BA.1.10_50%_and_BA.2.5_50%_position_base_counts.csv_T_reads,BA.1.10_50%_and_BA.2.5_50%_position_base_counts.csv_A_proportion,BA.1.10_50%_and_BA.2.5_50%_position_base_counts.csv_C_proportion,BA.1.10_50%_and_BA.2.5_50%_position_base_counts.csv_G_proportion,BA.1.10_50%_and_BA.2.5_50%_position_base_counts.csv_T_proportion,BA.1.10_80%_and_BA.2.5_20%_position_base_counts.csv_Total_reads,BA.1.10_80%_and_BA.2.5_20%_position_base_counts.csv_A_reads,BA.1.10_80%_and_BA.2.5_20%_position_base_counts.csv_C_reads,BA.1.10_80%_and_BA.2.5_20%_position_base_counts.csv_G_reads,BA.1.10_80%_and_BA.2.5_20%_position_base_counts.csv_T_reads,BA.1.10_80%_and_BA.2.5_20%_position_base_counts.csv_A_proportion,BA.1.10_80%_and_BA.2.5_20%_position_base_counts.csv_C_proportion,BA.1.10_80%_and_BA.2.5_20%_position_base_counts.csv_G_proportion,BA.1.10_80%_and_BA.2.5_20%_position_base_counts.csv_T_proportion,BA.1.10_90%_and_BA.2.5_10%_position_base_counts.csv_Total_reads,BA.1.10_90%_and_BA.2.5_10%_position_base_counts.csv_A_reads,BA.1.10_90%_and_BA.2.5_10%_position_base_counts.csv_C_reads,BA.1.10_90%_and_BA.2.5_10%_position_base_counts.csv_G_reads,BA.1.10_90%_and_BA.2.5_10%_position_base_counts.csv_T_reads,BA.1.10_90%_and_BA.2.5_10%_position_base_counts.csv_A_proportion,BA.1.10_90%_and_BA.2.5_10%_position_base_counts.csv_C_proportion,BA.1.10_90%_and_BA.2.5_10%_position_base_counts.csv_G_proportion,BA.1.10_90%_and_BA.2.5_10%_position_base_counts.csv_T_proportion,BA.1.10_95%_and_BA.2.5_5%_position_base_counts.csv_Total_reads,BA.1.10_95%_and_BA.2.5_5%_position_base_counts.csv_A_reads,BA.1.10_95%_and_BA.2.5_5%_position_base_counts.csv_C_reads,BA.1.10_95%_and_BA.2.5_5%_position_base_counts.csv_G_reads,BA.1.10_95%_and_BA.2.5_5%_position_base_counts.csv_T_reads,BA.1.10_95%_and_BA.2.5_5%_position_base_counts.csv_A_proportion,BA.1.10_95%_and_BA.2.5_5%_position_base_counts.csv_C_proportion,BA.1.10_95%_and_BA.2.5_5%_position_base_counts.csv_G_proportion,BA.1.10_95%_and_BA.2.5_5%_position_base_counts.csv_T_proportion,BA.1.10_98%_and_BA.2.5_2%_position_base_counts.csv_Total_reads,BA.1.10_98%_and_BA.2.5_2%_position_base_counts.csv_A_reads,BA.1.10_98%_and_BA.2.5_2%_position_base_counts.csv_C_reads,BA.1.10_98%_and_BA.2.5_2%_position_base_counts.csv_G_reads,BA.1.10_98%_and_BA.2.5_2%_position_base_counts.csv_T_reads,BA.1.10_98%_and_BA.2.5_2%_position_base_counts.csv_A_proportion,BA.1.10_98%_and_BA.2.5_2%_position_base_counts.csv_C_proportion,BA.1.10_98%_and_BA.2.5_2%_position_base_counts.csv_G_proportion,BA.1.10_98%_and_BA.2.5_2%_position_base_counts.csv_T_proportion
22882,2391.0,14,14,2343,20,0.0058552906733584,0.0058552906733584,0.9799247176913424,0.0083647009619406,2197.0,17,17,2139,24,0.0077378243058716,0.0077378243058716,0.9736003641329084,0.0109239872553482,2088.0,7,15,2045,21,0.0033524904214559,0.007183908045977,0.9794061302681992,0.0100574712643678,2046.0,11,12,2002,21,0.0053763440860215,0.0058651026392961,0.978494623655914,0.0102639296187683,1992.0,4,16,1955,17,0.002008032128514,0.0080321285140562,0.981425702811245,0.0085341365461847
22898,2449.0,989,16,1426,18,0.4038383013474887,0.0065332788893425,0.5822784810126582,0.0073499387505104,2207.0,1587,16,591,13,0.7190756683280471,0.0072496601721794,0.2677843226098776,0.0058903488898957,2059.0,1765,13,274,7,0.8572122389509471,0.0063137445361826,0.1330743079164643,0.003399708596406,2003.0,1836,12,138,17,0.9166250624063904,0.0059910134797803,0.0688966550174737,0.0084872690963554,2002.0,1941,8,38,15,0.9695304695304696,0.0039960039960039,0.0189810189810189,0.0074925074925074
22992,2171.0,2110,13,28,20,0.971902349147858,0.0059880239520958,0.0128972823583602,0.0092123445416858,1926.0,1880,16,15,15,0.9761163032191068,0.0083073727933541,0.0077881619937694,0.0077881619937694,1783.0,1740,16,14,13,0.975883342680875,0.0089736399326977,0.0078519349411104,0.0072910824453168,1727.0,1679,13,23,12,0.9722061378112332,0.0075275043427909,0.013317892298784,0.0069484655471916,1745.0,1699,11,17,18,0.9736389684813752,0.0063037249283667,0.0097421203438395,0.0103151862464183
22995,2184.0,2136,17,13,18,0.978021978021978,0.0077838827838827,0.0059523809523809,0.0082417582417582,1932.0,1885,16,14,17,0.9756728778467908,0.0082815734989648,0.0072463768115942,0.0087991718426501,1784.0,1743,25,10,6,0.977017937219731,0.0140134529147982,0.0056053811659192,0.0033632286995515,1726.0,1673,20,15,18,0.9692931633835458,0.0115874855156431,0.0086906141367323,0.0104287369640787,1744.0,1701,19,13,11,0.9753440366972476,0.010894495412844,0.0074541284403669,0.0063073394495412
23013,2301.0,22,2231,27,21,0.009561060408518,0.9695784441547154,0.0117340286831812,0.0091264667535853,2021.0,21,1967,20,13,0.0103908955962394,0.9732805541810984,0.0098960910440376,0.0064324591786244,1896.0,22,1832,16,26,0.0116033755274261,0.9662447257383966,0.0084388185654008,0.0137130801687763,1827.0,22,1765,17,23,0.0120415982484948,0.966064586754242,0.0093048713738368,0.0125889436234263,1845.0,22,1792,13,18,0.0119241192411924,0.9712737127371274,0.0070460704607046,0.0097560975609756
23040,2213.0,19,14,2161,19,0.0085856303660189,0.0063262539539087,0.9765024853140534,0.0085856303660189,1957.0,22,15,1912,8,0.0112416964741951,0.0076647930505876,0.977005620848237,0.00408788962698,1841.0,21,19,1787,14,0.0114068441064638,0.0103204780010863,0.9706681151548072,0.0076045627376425,1785.0,21,9,1744,11,0.0117647058823529,0.0050420168067226,0.97703081232493,0.0061624649859943,1756.0,17,13,1712,14,0.0096810933940774,0.0074031890660592,0.9749430523917996,0.0079726651480637
23048,2203.0,830,24,1335,14,0.3767589650476622,0.0108942351339083,0.6059918293236496,0.0063549704947798,1946.0,1377,11,548,10,0.7076053442959918,0.0056526207605344,0.2816032887975334,0.0051387461459403,1834.0,1559,2,261,12,0.8500545256270448,0.0010905125408942,0.1423118865866957,0.0065430752453653,1754.0,1603,15,123,13,0.9139110604332952,0.008551881413911,0.0701254275940707,0.0074116305587229,1716.0,1653,13,42,8,0.9632867132867132,0.0075757575757575,0.0244755244755244,0.0046620046620046
23055,2169.0,24,12,2119,14,0.0110650069156293,0.0055325034578146,0.9769479022591055,0.0064545873674504,1925.0,16,14,1876,19,0.0083116883116883,0.0072727272727272,0.9745454545454544,0.0098701298701298,1817.0,15,13,1776,13,0.0082553659878921,0.0071546505228398,0.977435332966428,0.0071546505228398,1752.0,18,14,1703,17,0.0102739726027397,0.0079908675799086,0.9720319634703196,0.0097031963470319,1724.0,14,17,1688,5,0.0081206496519721,0.009860788863109,0.9791183294663574,0.0029002320185614
23063,2234.0,30,15,12,2177,0.0134288272157564,0.0067144136078782,0.0053715308863025,0.9744852282900628,1977.0,16,13,10,1938,0.0080930703085483,0.0065756196256954,0.0050581689428426,0.9802731411229136,1877.0,23,13,8,1833,0.0122535961640916,0.0069259456579648,0.0042621204049014,0.976558337773042,1787.0,18,15,6,1748,0.0100727476217123,0.0083939563514269,0.0033575825405707,0.9781757134862898,1745.0,16,6,12,1711,0.0091690544412607,0.0034383954154727,0.0068767908309455,0.9805157593123208
23075,2292.0,15,2229,23,25,0.006544502617801,0.9725130890052356,0.0100349040139616,0.0109075043630017,2092.0,15,2031,17,29,0.00717017208413,0.9708413001912046,0.0081261950286806,0.0138623326959847,1927.0,11,1876,19,21,0.0057083549558899,0.9735339906590555,0.0098598858329008,0.0108977685521536,1858.0,19,1802,15,22,0.0102260495156081,0.969860064585576,0.0080731969860064,0.0118406889128094,1838.0,17,1791,14,16,0.0092491838955386,0.9744287268770404,0.0076169749727965,0.0087051142546245
23202,2672.0,1243,1388,21,20,0.4651946107784431,0.5194610778443114,0.0078592814371257,0.0074850299401197,2712.0,2096,569,24,23,0.7728613569321534,0.2098082595870206,0.0088495575221238,0.008480825958702,2633.0,2301,286,20,26,0.8739080896315989,0.108621344473984,0.0075958982149639,0.009874667679453,2629.0,2442,146,21,20,0.9288702928870292,0.0555344237352605,0.00798782807151,0.0076074553062,2699.0,2597,60,27,15,0.962208225268618,0.0222304557243423,0.010003705075954,0.0055576139310855
23403,2483.0,21,16,2429,17,0.0084575110753121,0.0064438179621425,0.9782521143777688,0.0068465565847764,2559.0,33,19,2477,30,0.0128956623681125,0.0074247753028526,0.967956232903478,0.0117233294255568,2498.0,29,25,2420,24,0.0116092874299439,0.010008006405124,0.9687750200160128,0.0096076861489191,2498.0,28,23,2420,27,0.0112089671737389,0.0092073658927141,0.9687750200160128,0.010808646917534,2466.0,36,19,2387,24,0.0145985401459854,0.0077047850770478,0.9679643146796432,0.0097323600973236
23525,2430.0,17,28,20,2365,0.0069958847736625,0.0115226337448559,0.0082304526748971,0.9732510288065844,2444.0,16,25,23,2380,0.0065466448445171,0.0102291325695581,0.0094108019639934,0.9738134206219312,2311.0,16,20,18,2257,0.0069234097793163,0.0086542622241453,0.0077888360017308,0.9766334919948074,2371.0,21,16,20,2314,0.0088570223534373,0.0067482075073808,0.008435259384226,0.9759595107549556,2346.0,23,24,20,2279,0.0098039215686274,0.0102301790281329,0.0085251491901108,0.9714407502131288
23599,2331.0,21,11,2272,27,0.009009009009009,0.0047190047190047,0.9746889746889746,0.0115830115830115,2357.0,19,12,2301,25,0.0080610946117946,0.0050912176495545,0.976240984302079,0.0106067034365719,2326.0,15,19,2269,23,0.0064488392089423,0.0081685296646603,0.975494411006019,0.0098882201203783,2360.0,19,14,2302,25,0.0080508474576271,0.0059322033898305,0.9754237288135592,0.010593220338983,2310.0,19,28,2236,27,0.0082251082251082,0.0121212121212121,0.967965367965368,0.0116883116883116
23604,2282.0,2225,17,17,23,0.9750219106047326,0.0074496056091148,0.0074496056091148,0.0100788781770376,2323.0,2262,30,16,15,0.9737408523461042,0.012914334911752,0.0068876452862677,0.006457167455876,2292.0,2232,26,13,21,0.9738219895287958,0.0113438045375218,0.0056719022687609,0.0091623036649214,2321.0,2260,24,19,18,0.973718224903059,0.0103403705299439,0.0081861266695389,0.0077552778974579,2286.0,2225,25,21,15,0.97331583552056,0.010936132983377,0.0091863517060367,0.0065616797900262
23854,2412.0,2348,31,13,20,0.9734660033167496,0.0128524046434494,0.0053897180762852,0.0082918739635157,2433.0,2370,30,17,16,0.9741060419235512,0.0123304562268803,0.0069872585285655,0.0065762433210028,2470.0,2416,19,17,18,0.9781376518218624,0.0076923076923076,0.0068825910931174,0.0072874493927125,2430.0,2338,33,32,27,0.9621399176954732,0.0135802469135802,0.0131687242798353,0.0111111111111111,2566.0,2467,36,32,31,0.961418550272798,0.0140296180826188,0.0124707716289945,0.0120810600155884
23948,2563.0,30,20,22,2491,0.0117050331642606,0.0078033554428404,0.0085836909871244,0.9719079204057745,2609.0,17,21,22,2549,0.0065159064775776,0.0080490609428899,0.008432349559218,0.9770026830203145,2530.0,31,22,24,2453,0.0122529644268774,0.008695652173913,0.0094861660079051,0.9695652173913044,2499.0,21,27,21,2430,0.0084033613445378,0.0108043217286914,0.0084033613445378,0.9723889555822328,2560.0,26,19,34,2481,0.01015625,0.007421875,0.01328125,0.969140625
24130,2914.0,1400,1455,28,31,0.4804392587508579,0.4993136582017844,0.0096087851750171,0.0106382978723404,3009.0,2337,623,20,29,0.7766699900299102,0.2070455300764373,0.006646726487205,0.0096377534064473,2995.0,2635,315,23,22,0.8797996661101837,0.1051752921535893,0.0076794657762938,0.0073455759599332,3002.0,2776,170,25,31,0.9247168554297136,0.0566289140572951,0.0083277814790139,0.0103264490339773,2978.0,2852,60,35,31,0.9576897246474144,0.0201477501678979,0.0117528542646071,0.0104096709200805
24213,2843.0,20,1482,20,1321,0.0070348223707351,0.5212803376714737,0.0070348223707351,0.4646500175870559,2827.0,24,574,23,2206,0.0084895649097983,0.2030420940926777,0.0081358330385567,0.7803325079589671,2893.0,23,310,32,2528,0.0079502246802627,0.1071552022122364,0.0110611821638437,0.8738333909436571,3005.0,32,146,29,2798,0.0106489184692179,0.0485856905158069,0.0096505823627287,0.9311148086522464,2877.0,24,65,28,2760,0.008342022940563,0.0225929787973583,0.0097323600973236,0.959332638164755
24424,2778.0,42,29,30,2677,0.0151187904967602,0.0104391648668106,0.0107991360691144,0.9636429085673146,2826.0,38,28,25,2735,0.0134465675866949,0.0099079971691436,0.0088464260438782,0.9677990092002832,2780.0,30,28,27,2695,0.0107913669064748,0.0100719424460431,0.0097122302158273,0.9694244604316546,2654.0,27,22,31,2574,0.0101733232856066,0.0082893745290128,0.0116804822908816,0.9698568198944988,2734.0,37,29,30,2638,0.0135332845647403,0.0106071689831748,0.0109729334308705,0.9648866130212144
24469,2863.0,2783,26,22,32,0.97205728257073,0.0090813831645127,0.0076842472930492,0.0111770869717079,2842.0,2764,24,20,34,0.972554539057002,0.0084447572132301,0.0070372976776917,0.011963406052076,2797.0,2722,19,18,38,0.9731855559528064,0.0067929924919556,0.0064354665713264,0.0135859849839113,2705.0,2632,26,22,25,0.9730129390018484,0.0096118299445471,0.0081330868761552,0.0092421441774491,2806.0,2725,22,29,30,0.9711332858161084,0.0078403421240199,0.0103349964362081,0.0106913756236635
24503,2901.0,26,1478,24,1373,0.0089624267493967,0.5094794898310927,0.0082730093071354,0.473285074112375,2930.0,27,601,20,2282,0.0092150170648464,0.2051194539249146,0.0068259385665529,0.778839590443686,2832.0,24,266,17,2525,0.0084745762711864,0.0939265536723163,0.006002824858757,0.8915960451977402,2786.0,29,157,17,2583,0.0104091888011486,0.0563531945441493,0.0061019382627422,0.9271356783919598,2881.0,33,62,27,2759,0.011454356126345,0.0215203054494967,0.009371745921555,0.9576535925026032
25000,2952.0,26,17,11,2898,0.0088075880758807,0.0057588075880758,0.0037262872628726,0.9817073170731708,2970.0,27,35,22,2886,0.009090909090909,0.0117845117845117,0.0074074074074074,0.9717171717171718,2901.0,27,24,19,2831,0.0093071354705274,0.0082730093071354,0.0065494657014822,0.9758703895208548,2850.0,31,24,20,2775,0.0108771929824561,0.0084210526315789,0.0070175438596491,0.9736842105263158,2832.0,18,26,18,2770,0.0063559322033898,0.0091807909604519,0.0063559322033898,0.9781073446327684
25584,2540.0,26,23,27,2464,0.0102362204724409,0.0090551181102362,0.0106299212598425,0.9700787401574804,2481.0,31,26,32,2392,0.0124949617089883,0.0104796453043127,0.0128980249899234,0.9641273679967756,2482.0,26,29,21,2406,0.0104754230459307,0.0116841257050765,0.0084609186140209,0.9693795326349718,2423.0,16,22,19,2366,0.0066033842344201,0.0090796533223276,0.0078415187783739,0.9764754436648784,2451.0,30,37,24,2360,0.0122399020807833,0.0150958792329661,0.0097919216646266,0.9628722970216238
26060,2931.0,24,1521,26,1360,0.0081883316274309,0.518935516888434,0.0088706925963834,0.4640054588877516,2915.0,28,2287,17,583,0.0096054888507718,0.7845626072041166,0.0058319039451114,0.2,2905.0,24,2586,20,275,0.0082616179001721,0.8901893287435456,0.0068846815834767,0.0946643717728055,3037.0,29,2837,31,140,0.0095488969377675,0.934145538360224,0.0102074415541652,0.0460981231478432,2938.0,14,2852,25,47,0.0047651463580667,0.9707283866575902,0.0085091899251191,0.0159972770592239
26270,3240.0,29,33,29,3149,0.0089506172839506,0.0101851851851851,0.0089506172839506,0.9719135802469137,3185.0,26,30,41,3088,0.0081632653061224,0.0094191522762951,0.01287284144427,0.9695447409733124,3329.0,25,38,30,3236,0.0075097626914989,0.0114148392910784,0.0090117152297987,0.972063682787624,3220.0,28,38,21,3133,0.008695652173913,0.0118012422360248,0.0065217391304347,0.9729813664596272,3220.0,26,26,27,3141,0.0080745341614906,0.0080745341614906,0.0083850931677018,0.9754658385093168
26530,3523.0,1765,26,1709,23,0.5009934714731763,0.007380073800738,0.4850979279023559,0.0065285268237297,3331.0,720,27,2561,23,0.2161513059141399,0.0081056739717802,0.7688381867307115,0.0069048333833683,3279.0,333,23,2901,22,0.101555352241537,0.0070143336383043,0.8847209515096066,0.0067093626105519,3390.0,186,22,3153,29,0.0548672566371681,0.0064896755162241,0.9300884955752212,0.0085545722713864,3359.0,66,18,3262,13,0.0196487049717177,0.0053587377195593,0.9711223578445966,0.0038701994641262
26577,3425.0,33,26,3345,21,0.0096350364963503,0.0075912408759124,0.9766423357664232,0.0061313868613138,3316.0,31,29,3228,28,0.0093486127864897,0.0087454764776839,0.9734620024125452,0.008443908323281,3243.0,20,22,3182,19,0.0061671292013567,0.0067838421214924,0.9811902559358618,0.0058587727412889,3347.0,20,36,3270,21,0.0059755004481625,0.0107559008066925,0.9769943232745744,0.0062742754705706,3253.0,22,27,3174,30,0.0067629880110667,0.0083000307408545,0.9757147248693514,0.0092222563787273
26709,3023.0,2926,26,35,36,0.967912669533576,0.0086007277538868,0.0115779027456169,0.0119086999669202,2974.0,2886,20,38,30,0.9704102219233356,0.0067249495628782,0.0127774041694687,0.0100874243443174,2958.0,2869,29,27,33,0.9699121027721432,0.0098039215686274,0.0091277890466531,0.011156186612576,2805.0,2732,22,25,26,0.97397504456328,0.0078431372549019,0.0089126559714795,0.0092691622103386,2868.0,2786,26,30,26,0.9714086471408648,0.009065550906555,0.0104602510460251,0.009065550906555
26858,3568.0,25,1672,39,1832,0.0070067264573991,0.468609865470852,0.0109304932735426,0.5134529147982063,3376.0,27,2644,25,680,0.0079976303317535,0.783175355450237,0.0074052132701421,0.2014218009478673,3371.0,30,2978,30,333,0.0088994363690299,0.8834173835657075,0.0088994363690299,0.0987837436962325,3421.0,25,3202,28,166,0.0073078047354574,0.9359836305173924,0.0081847413037123,0.0485238234434375,3313.0,30,3187,33,63,0.0090552369453667,0.9619680048294597,0.0099607606399034,0.0190159975852701
27259,3143.0,26,3066,25,26,0.008272351256761,0.975501113585746,0.0079541839007317,0.008272351256761,2976.0,31,2905,21,19,0.0104166666666666,0.9761424731182796,0.0070564516129032,0.0063844086021505,3051.0,36,2966,22,27,0.0117994100294985,0.9721402818747952,0.0072107505735824,0.0088495575221238,2897.0,33,2817,26,21,0.0113910942354159,0.9723852260959612,0.0089748015188125,0.0072488781498101,2950.0,33,2866,22,29,0.0111864406779661,0.9715254237288136,0.007457627118644,0.0098305084745762
27393,3143.0,30,1657,28,1428,0.0095450206808781,0.5272033089405027,0.0089086859688195,0.4543429844097995,3059.0,24,636,26,2373,0.0078457012095456,0.2079110820529585,0.0084995096436744,0.7757437070938215,2901.0,31,313,22,2535,0.0106859703550499,0.1078938297138917,0.0075835918648741,0.8738366080661841,2910.0,21,165,25,2699,0.0072164948453608,0.056701030927835,0.0085910652920962,0.927491408934708,2931.0,34,49,29,2819,0.0116001364721937,0.0167178437393381,0.0098942340498123,0.9617877857386558
27807,3129.0,24,35,27,3043,0.0076701821668264,0.0111856823266219,0.0086289549376797,0.972515180568872,3057.0,21,36,23,2977,0.0068694798822374,0.0117762512266928,0.0075237160614982,0.9738305528295714,3202.0,31,45,28,3098,0.009681449094316,0.0140537164272329,0.0087445346658338,0.9675202998126172,3128.0,25,27,25,3051,0.0079923273657289,0.0086317135549872,0.0079923273657289,0.975383631713555,3176.0,32,30,20,3094,0.0100755667506297,0.0094458438287153,0.0062972292191435,0.9741813602015114
28271,2477.0,24,22,21,2410,0.0096891400888171,0.0088817117480823,0.0084779975777149,0.9729511505853856,2472.0,37,23,17,2395,0.014967637540453,0.0093042071197411,0.0068770226537216,0.968851132686084,2440.0,18,26,22,2374,0.0073770491803278,0.010655737704918,0.0090163934426229,0.9729508196721312,2555.0,31,19,24,2481,0.012133072407045,0.0074363992172211,0.0093933463796477,0.971037181996086,2575.0,28,23,21,2503,0.0108737864077669,0.0089320388349514,0.0081553398058252,0.9720388349514564
28311,2465.0,19,28,12,2406,0.007707910750507,0.0113590263691683,0.004868154158215,0.9760649087221096,2492.0,18,24,29,2421,0.0072231139646869,0.0096308186195826,0.011637239165329,0.9715088282504012,2459.0,27,24,21,2387,0.010980073200488,0.0097600650671004,0.0085400569337128,0.9707198047986988,2560.0,21,30,11,2498,0.008203125,0.01171875,0.004296875,0.97578125,2519.0,19,13,18,2469,0.0075426756649464,0.0051607780865422,0.0071456927352123,0.9801508535132988
28881,1138.0,1109,12,10,7,0.9745166959578208,0.0105448154657293,0.0087873462214411,0.0061511423550087,1172.0,1138,12,12,10,0.9709897610921502,0.0102389078498293,0.0102389078498293,0.0085324232081911,1158.0,1137,7,5,9,0.9818652849740932,0.0060449050086355,0.0043177892918825,0.0077720207253886,1183.0,1151,9,14,9,0.9729501267962808,0.007607776838546,0.0118343195266272,0.007607776838546,1130.0,1116,3,5,6,0.9876106194690264,0.0026548672566371,0.0044247787610619,0.0053097345132743
28882,1132.0,1107,7,12,6,0.9779151943462896,0.0061837455830388,0.0106007067137809,0.0053003533568904,1159.0,1131,9,12,7,0.9758412424503884,0.0077653149266609,0.0103537532355478,0.0060396893874029,1152.0,1128,5,11,8,0.9791666666666666,0.0043402777777777,0.0095486111111111,0.0069444444444444,1175.0,1150,5,11,9,0.9787234042553192,0.0042553191489361,0.0093617021276595,0.0076595744680851,1128.0,1110,5,7,6,0.9840425531914894,0.0044326241134751,0.0062056737588652,0.0053191489361702
28883,1141.0,4,1114,14,9,0.0035056967572304,0.976336546888694,0.0122699386503067,0.0078878177037686,1171.0,3,1143,15,10,0.0025619128949615,0.9760888129803588,0.0128095644748078,0.0085397096498719,1158.0,6,1134,10,8,0.005181347150259,0.9792746113989638,0.0086355785837651,0.006908462867012,1185.0,12,1147,14,12,0.010126582278481,0.9679324894514768,0.0118143459915611,0.010126582278481,1139.0,6,1122,7,4,0.0052677787532923,0.9850746268656716,0.006145741878841,0.0035118525021949
29274,700.0,9,353,3,335,0.0128571428571428,0.5042857142857143,0.0042857142857142,0.4785714285714286,693.0,10,146,4,533,0.0144300144300144,0.2106782106782107,0.0057720057720057,0.7691197691197691,720.0,7,77,6,630,0.0097222222222222,0.1069444444444444,0.0083333333333333,0.875,702.0,7,34,9,652,0.0099715099715099,0.0484330484330484,0.0128205128205128,0.9287749287749288,727.0,9,15,12,691,0.0123796423658872,0.0206327372764786,0.0165061898211829,0.9504814305364512
29279,701.0,3,8,361,329,0.0042796005706134,0.0114122681883024,0.514978601997147,0.4693295292439372,699.0,7,5,141,546,0.0100143061516452,0.0071530758226037,0.2017167381974249,0.7811158798283262,717.0,5,3,76,633,0.00697350069735,0.00418410041841,0.105997210599721,0.8828451882845189,694.0,5,8,38,643,0.0072046109510086,0.0115273775216138,0.0547550432276657,0.926512968299712,721.0,2,6,16,697,0.0027739251040221,0.0083217753120665,0.0221914008321775,0.9667128987517336
29510,379.0,206,168,2,3,0.5435356200527705,0.4432717678100263,0.0052770448548812,0.0079155672823219,420.0,331,81,3,5,0.7880952380952381,0.1928571428571428,0.0071428571428571,0.0119047619047619,428.0,377,45,3,3,0.8808411214953271,0.1051401869158878,0.0070093457943925,0.0070093457943925,456.0,424,21,6,5,0.9298245614035088,0.0460526315789473,0.0131578947368421,0.0109649122807017,432.0,412,10,7,3,0.9537037037037036,0.0231481481481481,0.0162037037037037,0.0069444444444444
